,EXECUTION_DATE,team,num,name,min,pts,ass,reb,stl,blk,to,foul,%,2%,3%,3#,3#/,2#,2#/,1#,1#/,EFF
17,2026/01/21,PHI,33,Jabari Walker,PT06M24.00S,0,0,1,0,0,0,2,0.0,0.0,0.0,0,1,0,0,0,0,-3.0
18,2026/01/21,PHI,11,Justin Edwards,PT12M01.80S,5,2,1,0,1,0,1,1.0,1.0,1.0,1,1,1,1,0,0,-17.0
19,2026/01/21,PHI,12,Trendon Watford,PT05M34.00S,0,1,0,0,0,1,1,0.0,0.0,0.0,0,0,0,1,0,0,-10.0
20,2026/01/21,LAC,4,Kobe Sanders,PT25M02.00S,8,3,2,1,0,0,1,0.6,1.0,0.333333333333333,1,3,2,2,1,1,-11.0
21,2026/01/21,LAC,20,John Collins,PT23M42.00S,23,1,0,0,0,0,3,0.75,0.666666666666666,0.833333333333334,5,6,4,6,0,0,-11.0
22,2026/01/21,LAC,40,Ivica Zubac,PT21M58.00S,12,1,11,0,0,0,0,0.416666666666667,0.416666666666667,0.0,0,0,5,12,2,3,-8.0
23,2026/01/21,LAC,1,James Harden,PT30M37.00S,24,6,5,0,0,6,2,0.36,0.375,0.333333333333333,3,9,6,16,3,3,-6.0
24,2026/01/21,LAC,8,Kris Dunn,PT26M06.00S,4,6,5,0,1,1,1,0.4,0.4,0.0,0,0,2,5,0,0,-8.0
25,2026/01/21,LAC,11,Brook Lopez,PT14M02.00S,0,0,1,0,3,3,1,0.0,0.0,0.0,0,2,0,1,0,0,-11.0
26,2026/01/21,LAC,33,Nicolas Batum,PT12M18.00S,0,1,1,1,0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,-8.0
27,2026/01/21,LAC,22,Jordan Miller,PT21M59.00S,12,2,2,0,0,3,2,0.4,0.5714285714285711,0.0,0,3,4,7,4,4,-33.0
28,2026/01/21,LAC,12,Cam Christie,PT22M58.00S,7,1,5,2,0,2,0,0.75,1.0,0.0,0,1,3,3,1,2,-17.0
29,2026/01/21,LAC,15,TyTy Washington Jr.,PT12M00.00S,11,1,0,2,0,0,0,0.833333333333334,1.0,0.5,1,2,4,4,0,0,-9.0
30,2026/01/21,LAC,14,Yanic Konan Niederhäuser,PT12M00.00S,4,0,4,0,1,1,1,0.5,0.666666666666666,0.0,0,1,2,3,0,0,-9.0
31,2026/01/21,LAC,24,Kobe Brown,PT12M00.00S,3,2,5,0,0,0,1,0.333333333333333,0.333333333333333,0.0,0,0,1,3,1,2,-9.0
32,2026/01/21,LAC,23,Patrick Baldwin Jr.,PT05M18.00S,2,0,0,0,0,0,1,0.0,0.0,0.0,0,1,0,0,2,2,0.0
33,2026/01/21,CHI,14,Matas Buzelis,PT30M03.00S,21,4,2,1,2,2,2,0.5714285714285711,0.666666666666666,0.5,4,8,4,6,1,2,27.0
34,2026/01/21,CHI,25,Jalen Smith,PT23M35.00S,10,1,9,1,2,1,3,0.4,0.333333333333333,0.5,2,4,2,6,0,1,10.0
35,2026/01/21,CHI,9,Nikola Vučević,PT32M20.00S,19,4,8,1,2,0,1,0.666666666666666,0.7,0.5,1,2,7,10,2,2,16.0
36,2026/01/21,CHI,35,Isaac Okoro,PT14M56.30S,2,0,0,0,0,1,1,0.333333333333333,0.5,0.0,0,1,1,2,0,0,-6.0
37,2026/01/21,CHI,0,Coby White,PT30M37.00S,27,6,2,1,1,3,2,0.5625,0.5,0.6,6,10,3,6,3,3,15.0
38,2026/01/21,CHI,13,Kevin Huerter,PT28M54.00S,14,7,4,1,2,2,1,0.5,0.5,0.5,4,8,1,2,0,0,7.0
39,2026/01/21,CHI,11,Ayo Dosunmu,PT28M49.70S,18,4,3,2,1,1,2,0.7,0.6,0.8,4,5,3,5,0,0,28.0
40,2026/01/21,CHI,30,Tre Jones,PT25M38.00S,15,10,8,1,1,1,1,0.857142857142857,1.0,0.5,1,2,5,5,2,2,32.0
41,2026/01/21,CHI,7,Dalen Terry,PT13M58.00S,9,3,5,1,0,1,0,0.428571428571429,0.333333333333333,0.5,2,4,1,3,1,2,11.0
42,2026/01/21,CHI,5,Jevon Carter,PT03M43.00S,3,0,0,1,0,0,1,0.5,0.0,0.5,1,2,0,0,0,0,0.0
43,2026/01/21,CHI,15,Julian Phillips,PT03M43.00S,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0
44,2026/01/21,CHI,47,Lachlan Olbrich,PT03M43.00S,0,1,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
45,2026/01/21,SAS,30,Julian Champagnie,PT34M10.00S,27,2,8,2,0,0,3,0.470588235294118,0.0,0.5,8,16,0,1,3,3,5.0
46,2026/01/21,SAS,40,Harrison Barnes,PT24M36.50S,6,1,2,1,1,1,0,0.333333333333333,0.0,0.4,2,5,0,1,0,0,-2.0
47,2026/01/21,SAS,1,Victor Wembanyama,PT29M42.30S,14,2,10,0,0,1,4,0.238095238095238,0.357142857142857,0.0,0,7,5,14,4,4,-14.0
48,2026/01/21,SAS,4,De'Aaron Fox,PT32M12.00S,14,5,3,1,0,3,2,0.4,0.444444444444444,0.333333333333333,2,6,4,9,0,0,-7.0
49,2026/01/21,SAS,5,Stephon Castle,PT34M53.00S,13,8,7,1,1,3,2,0.26315789473684204,0.272727272727273,0.25,2,8,3,11,1,1,-12.0
50,2026/01/21,SAS,2,Dylan Harper,PT22M36.70S,8,5,3,0,1,1,0,0.444444444444444,0.666666666666666,0.0,0,3,4,6,0,0,2.0
51,2026/01/21,SAS,7,Luke Kornet,PT23M53.20S,8,1,6,0,2,0,3,0.8,0.8,0.0,0,0,4,5,0,0,3.0
52,2026/01/21,SAS,3,Keldon Johnson,PT27M12.30S,12,0,6,2,0,0,1,0.555555555555556,0.833333333333334,0.0,0,3,5,6,2,2,-2.0
53,2026/01/21,SAS,11,Carter Bryant,PT10M44.00S,4,0,0,0,0,0,1,0.5,1.0,0.0,0,2,2,2,0,0,2.0
54,2026/01/21,HOU,7,Kevin Durant,PT39M20.70S,18,7,4,1,1,4,2,0.583333333333333,0.625,0.5,2,4,5,8,2,2,1.0
55,2026/01/21,HOU,10,Jabari Smith Jr.,PT35M10.00S,17,1,4,0,1,0,2,0.538461538461538,0.625,0.4,2,5,5,8,1,3,1.0
56,2026/01/21,HOU,28,Alperen Sengun,PT33M33.60S,20,9,13,0,2,4,0,0.538461538461538,0.6,0.333333333333333,1,3,6,10,5,5,-2.0
57,2026/01/21,HOU,20,Josh Okogie,PT16M37.40S,5,0,1,1,0,0,2,1.0,1.0,1.0,1,1,1,1,0,3,-9.0
58,2026/01/21,HOU,1,Amen Thompson,PT39M13.50S,16,6,10,1,2,3,0,0.428571428571429,0.5,0.0,0,2,6,12,4,5,7.0
59,2026/01/21,HOU,17,Tari Eason,PT19M48.50S,6,1,6,1,1,3,2,0.5,0.5,0.0,0,0,3,6,0,0,-3.0
60,2026/01/21,HOU,2,Dorian Finney-Smith,PT14M53.40S,2,1,1,0,0,0,2,0.333333333333333,1.0,0.0,0,2,1,1,0,0,9.0
61,2026/01/21,HOU,15,Reed Sheppard,PT29M10.00S,21,4,2,1,1,0,0,0.470588235294118,0.5714285714285711,0.4,4,10,4,7,1,2,15.0
62,2026/01/21,HOU,30,Clint Capela,PT12M12.90S,6,0,2,0,1,0,1,0.666666666666666,0.666666666666666,0.0,0,0,2,3,2,2,6.0
63,2026/01/21,MIN,3,Jaden McDaniels,PT34M55.00S,18,6,6,1,1,5,3,0.4375,0.555555555555556,0.28571428571428603,2,7,5,9,2,2,3.0
64,2026/01/21,MIN,30,Julius Randle,PT33M55.00S,19,3,2,3,0,3,2,0.4375,0.545454545454545,0.2,1,5,6,11,4,6,-1.0
65,2026/01/21,MIN,27,Rudy Gobert,PT29M16.40S,11,0,10,2,4,0,1,1.0,1.0,0.0,0,0,5,5,1,5,-6.0
66,2026/01/21,MIN,5,Anthony Edwards,PT39M12.00S,38,3,8,2,0,1,1,0.392857142857143,0.461538461538462,0.333333333333333,5,15,6,13,11,12,7.0
67,2026/01/21,MIN,0,Donte DiVincenzo,PT33M01.00S,15,8,5,2,0,2,3,0.416666666666667,0.666666666666666,0.333333333333333,3,9,2,3,2,2,-14.0
68,2026/01/21,MIN,10,Mike Conley,PT15M36.00S,0,2,1,1,0,0,2,0.0,0.0,0.0,0,2,0,1,0,0,-5.0
69,2026/01/21,MIN,11,Naz Reid,PT28M03.60S,13,4,9,0,0,0,4,0.333333333333333,0.333333333333333,0.333333333333333,3,9,2,6,0,0,-3.0
70,2026/01/21,MIN,22,Jaylen Clark,PT16M34.00S,4,0,2,1,0,0,0,1.0,1.0,0.0,0,0,2,2,0,0,-2.0
71,2026/01/21,MIN,19,Joan Beringer,PT05M03.00S,4,0,3,0,0,0,0,0.666666666666666,0.666666666666666,0.0,0,0,2,3,0,0,-2.0
72,2026/01/21,MIN,8,Bones Hyland,PT04M24.00S,0,2,0,0,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,-2.0
73,2026/01/21,UTA,19,Ace Bailey,PT33M10.00S,20,1,5,1,0,3,2,0.470588235294118,0.555555555555556,0.375,3,8,5,9,1,1,2.0
74,2026/01/21,UTA,5,Cody Williams,PT28M51.00S,8,1,3,0,1,1,2,0.8,1.0,0.0,0,1,4,4,0,0,-9.0
75,2026/01/21,UTA,30,Jusuf Nurkić,PT30M46.00S,16,10,18,1,1,2,5,0.636363636363636,0.7,0.0,0,1,7,10,2,3,8.0
76,2026/01/21,UTA,10,Svi Mykhailiuk,PT17M14.90S,4,0,3,1,0,0,0,0.5,1.0,0.0,0,1,1,1,2,2,-7.0
77,2026/01/21,UTA,3,Keyonte George,PT39M29.00S,43,3,0,2,0,6,4,0.535714285714286,0.6,0.461538461538462,6,13,9,15,7,8,-6.0
78,2026/01/21,UTA,2,Kyle Anderson,PT17M14.00S,2,2,1,1,1,0,1,0.333333333333333,0.5,0.0,0,1,1,2,0,0,-3.0
79,2026/01/21,UTA,8,Isaiah Collier,PT26M17.00S,18,10,4,1,1,1,3,0.7,0.666666666666666,1.0,1,1,6,9,3,7,9.0
80,2026/01/21,UTA,22,Kyle Filipowski,PT33M29.10S,11,4,8,1,0,3,5,0.5,0.333333333333333,0.666666666666666,2,3,1,3,3,4,15.0
81,2026/01/21,UTA,13,Walter Clayton Jr.,PT13M29.00S,5,0,3,0,0,0,0,0.4,0.4,0.0,0,0,2,5,1,1,16.0
82,2026/01/21,LAL,23,LeBron James,PT34M25.00S,19,8,9,0,0,6,2,0.533333333333333,0.5,1.0,1,1,7,14,2,6,13.0
83,2026/01/21,LAL,12,Jake LaRavia,PT26M45.10S,7,2,1,0,0,3,2,0.6,1.0,0.0,0,2,3,3,1,1,4.0
84,2026/01/21,LAL,5,Deandre Ayton,PT14M48.90S,4,0,8,0,0,0,1,0.4,0.4,0.0,0,0,2,5,0,0,-1.0
85,2026/01/21,LAL,36,Marcus Smart,PT31M15.00S,15,1,2,0,0,0,2,0.444444444444444,0.333333333333333,0.5,3,6,1,3,4,5,6.0
86,2026/01/21,LAL,77,Luka Dončić,PT35M39.00S,38,10,13,2,0,3,2,0.5714285714285711,0.75,0.333333333333333,3,9,9,12,11,12,-2.0
87,2026/01/21,LAL,7,Gabe Vincent,PT17M28.30S,5,0,0,0,0,0,3,0.5,0.0,0.5,1,2,0,0,2,3,3.0
88,2026/01/21,LAL,11,Jaxson Hayes,PT22M51.70S,9,0,5,0,2,0,2,0.8,0.8,0.0,0,0,4,5,1,4,16.0
89,2026/01/21,LAL,28,Rui Hachimura,PT28M15.00S,9,1,6,1,0,0,2,0.307692307692308,0.3,0.333333333333333,1,3,3,10,0,0,-2.0
90,2026/01/21,LAL,2,Jarred Vanderbilt,PT17M47.00S,0,2,4,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0,0,-2.0
91,2026/01/21,LAL,17,Drew Timme,PT10M45.00S,9,0,3,0,0,0,1,0.666666666666666,0.6,1.0,1,1,3,5,0,1,5.0
92,2026/01/21,DEN,21,Spencer Jones,PT36M47.10S,16,0,5,1,1,1,5,0.666666666666666,1.0,0.5714285714285711,4,7,2,2,0,0,6.0
93,2026/01/21,DEN,8,Peyton Watson,PT37M45.00S,18,3,5,3,1,3,3,0.411764705882353,0.333333333333333,0.5,4,8,3,9,0,0,-6.0
94,2026/01/21,DEN,32,Aaron Gordon,PT31M51.00S,18,5,4,0,0,0,1,0.666666666666666,0.8,0.5,2,4,4,5,4,8,-8.0
95,2026/01/21,DEN,24,Jalen Pickett,PT26M13.50S,7,4,6,1,0,0,2,0.333333333333333,0.28571428571428603,0.5,1,2,2,7,0,0,-4.0
96,2026/01/21,DEN,27,Jamal Murray,PT36M05.10S,28,11,2,0,0,1,2,0.476190476190476,0.461538461538462,0.5,4,8,6,13,4,4,-3.0
97,2026/01/21,DEN,10,Tim Hardaway Jr.,PT30M43.00S,10,2,2,1,3,0,3,0.166666666666667,0.5,0.0,0,8,2,4,6,7,0.0
98,2026/01/21,DEN,22,Zeke Nnaji,PT18M35.00S,6,0,3,0,2,0,2,0.75,0.75,0.0,0,0,3,4,0,0,-4.0
99,2026/01/21,DEN,11,Bruce Brown,PT22M00.30S,4,2,4,0,0,0,3,0.333333333333333,0.333333333333333,0.0,0,0,2,6,0,0,-21.0
100,2026/01/21,TOR,1,Gradey Dick,PT23M18.00S,10,0,3,1,0,1,4,0.5,1.0,0.4,2,5,1,1,2,2,17.0
101,2026/01/21,TOR,3,Brandon Ingram,PT36M05.00S,22,5,4,1,1,1,2,0.470588235294118,0.36363636363636404,0.666666666666666,4,6,4,11,2,2,12.0
102,2026/01/21,TOR,4,Scottie Barnes,PT38M52.00S,26,11,7,0,0,4,1,0.666666666666666,0.705882352941176,0.0,0,1,12,17,2,2,10.0
103,2026/01/21,TOR,5,Immanuel Quickley,PT33M36.00S,40,10,2,2,0,3,4,0.846153846153846,0.8,0.875,7,8,4,5,11,11,1.0
104,2026/01/21,TOR,23,Jamal Shead,PT30M18.00S,10,8,1,1,0,2,2,0.666666666666666,0.5,1.0,2,2,2,4,0,0,24.0
105,2026/01/21,TOR,30,Ochai Agbaji,PT11M52.20S,4,0,0,0,0,3,3,0.333333333333333,0.666666666666666,0.0,0,3,2,3,0,0,3.0
106,2026/01/21,TOR,54,Sandro Mamukelashvili,PT25M39.00S,14,4,12,2,1,1,2,0.625,0.25,1.0,4,4,1,4,0,0,3.0
107,2026/01/21,TOR,77,Jamison Battle,PT15M27.80S,9,3,2,0,1,0,2,0.5,0.5,0.5,2,4,1,2,1,1,5.0
108,2026/01/21,TOR,0,A.J. Lawson,PT10M32.00S,6,0,1,0,0,0,0,0.666666666666666,1.0,0.0,0,1,2,2,2,2,3.0
109,2026/01/21,TOR,2,Jonathan Mogbo,PT10M52.00S,2,0,5,0,0,0,2,0.333333333333333,0.333333333333333,0.0,0,0,1,3,0,0,6.0
110,2026/01/21,TOR,17,Garrett Temple,PT01M44.00S,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3.0
111,2026/01/21,TOR,55,Alijah Martin,PT01M44.00S,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,2,3.0
112,2026/01/21,GSW,4,Moses Moody,PT17M37.00S,10,0,5,0,0,0,0,0.714285714285714,1.0,0.0,0,2,5,5,0,1,-20.0
113,2026/01/21,GSW,23,Draymond Green,PT22M26.00S,6,5,6,0,0,2,0,0.333333333333333,0.6,0.0,0,4,3,5,0,0,-27.0
114,2026/01/21,GSW,21,Quinten Post,PT18M26.00S,12,0,7,0,0,0,2,0.555555555555556,0.5,0.666666666666666,2,3,3,6,0,0,-10.0
115,2026/01/21,GSW,2,Brandin Podziemski,PT21M59.00S,11,2,3,1,1,2,2,0.4,1.0,0.14285714285714302,1,7,3,3,2,5,-24.0
116,2026/01/21,GSW,30,Stephen Curry,PT24M41.00S,16,3,3,1,0,1,1,0.375,0.444444444444444,0.28571428571428603,2,7,4,9,2,3,-25.0
117,2026/01/21,GSW,0,Gary Payton II,PT11M04.00S,9,0,0,1,0,2,2,0.75,0.5,1.0,2,2,1,2,1,2,3.0
118,2026/01/21,GSW,15,Gui Santos,PT14M46.00S,3,2,0,0,0,1,4,0.5,0.0,0.5,1,2,0,0,0,0,-14.0
119,2026/01/21,GSW,8,De'Anthony Melton,PT20M28.00S,6,5,3,1,0,5,3,0.333333333333333,0.666666666666666,0.0,0,3,2,3,2,2,2.0
120,2026/01/21,GSW,32,Trayce Jackson-Davis,PT11M56.00S,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,1,0,0,8.0
121,2026/01/21,GSW,3,Will Richard,PT23M19.00S,0,1,0,1,0,1,2,0.0,0.0,0.0,0,3,0,1,0,0,7.0
122,2026/01/21,GSW,7,Buddy Hield,PT19M18.00S,25,2,1,1,0,0,0,0.875,0.5,1.0,6,6,1,2,5,5,10.0
123,2026/01/21,GSW,1,Jonathan Kuminga,PT21M07.00S,20,2,5,1,0,2,1,0.7,0.857142857142857,0.333333333333333,1,3,6,7,5,8,3.0
124,2026/01/21,GSW,61,Pat Spencer,PT09M25.00S,9,5,2,0,0,1,1,1.0,1.0,1.0,1,1,3,3,0,0,3.0
125,2026/01/21,GSW,18,LJ Cryer,PT01M44.00S,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,-3.0
126,2026/01/21,GSW,33,Malevy Leons,PT01M44.00S,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,-3.0
127,2026/01/21,MIA,9,Pelle Larsson,PT26M14.00S,16,9,6,1,0,0,4,0.777777777777778,0.875,0.0,0,1,7,8,2,3,10.0
128,2026/01/21,MIA,22,Andrew Wiggins,PT29M33.00S,19,2,3,1,1,2,1,0.583333333333333,0.8,0.428571428571429,3,7,4,5,2,2,12.0
129,2026/01/21,MIA,13,Bam Adebayo,PT30M21.00S,25,5,7,1,1,1,1,0.533333333333333,0.4,0.8,4,5,4,10,5,7,13.0
130,2026/01/21,MIA,24,Norman Powell,PT30M49.00S,22,2,3,0,0,4,2,0.5,0.4,0.666666666666666,4,6,4,10,2,3,13.0
131,2026/01/21,MIA,45,Davion Mitchell,PT19M29.00S,6,7,3,0,0,0,0,0.4,0.0,0.666666666666666,2,3,0,2,0,0,11.0
132,2026/01/21,MIA,5,Nikola Jović,PT19M18.00S,8,2,5,0,0,1,2,0.272727272727273,0.166666666666667,0.4,2,5,1,6,0,2,1.0
133,2026/01/21,MIA,11,Jaime Jaquez Jr.,PT33M26.00S,13,3,9,2,0,2,1,0.416666666666667,0.4,0.5,1,2,4,10,2,4,5.0
134,2026/01/21,MIA,0,Simone Fontecchio,PT19M11.00S,15,0,7,0,0,0,1,0.45454545454545503,0.0,0.555555555555556,5,9,0,2,0,0,1.0
135,2026/01/21,MIA,25,Kasparas Jakučionis,PT16M51.00S,1,0,2,1,0,0,1,0.0,0.0,0.0,0,2,0,1,1,2,0.0
136,2026/01/21,MIA,15,Myron Gardner,PT14M48.00S,5,3,1,0,0,0,0,0.5,1.0,0.0,0,2,2,2,1,1,-1.0
137,2026/01/21,SAC,10,DeMar DeRozan,PT34M57.00S,23,5,4,0,0,2,3,0.5,0.5,0.5,1,2,5,10,10,10,-19.0
138,2026/01/21,SAC,9,Precious Achiuwa,PT22M04.00S,6,1,5,1,0,2,1,0.5,0.666666666666666,0.0,0,1,2,3,2,2,-9.0
139,2026/01/21,SAC,42,Maxime Raynaud,PT17M50.00S,7,0,8,2,0,0,0,0.5,0.4,1.0,1,1,2,5,0,0,-6.0
140,2026/01/21,SAC,8,Zach LaVine,PT22M14.10S,18,5,1,0,0,1,2,0.7,0.666666666666666,0.75,3,4,4,6,1,2,-3.0
141,2026/01/21,SAC,18,Russell Westbrook,PT31M13.00S,22,7,2,2,1,6,3,0.642857142857143,1.0,0.166666666666667,1,6,8,8,3,4,-13.0
142,2026/01/21,SAC,11,Domantas Sabonis,PT16M59.00S,6,3,10,0,0,0,2,0.375,0.428571428571429,0.0,0,1,3,7,0,1,-4.0
143,2026/01/21,SAC,5,Nique Clifford,PT24M21.00S,9,1,3,0,1,0,0,0.4,0.5,0.25,1,4,3,6,0,0,-1.0
144,2026/01/21,SAC,17,Dennis Schröder,PT19M11.00S,4,2,2,0,0,3,1,0.28571428571428603,0.333333333333333,0.0,0,1,2,6,0,0,-4.0
145,2026/01/21,SAC,0,Malik Monk,PT29M49.00S,18,2,2,0,0,1,3,0.461538461538462,0.666666666666666,0.4,4,10,2,3,2,2,-3.0
146,2026/01/21,SAC,32,Dylan Cardwell,PT21M21.90S,4,1,12,1,2,0,5,0.666666666666666,0.666666666666666,0.0,0,0,2,3,0,0,-3.0
0,2026/01/22,CLE,32,Dean Wade,PT27M07.00S,4,4,9,1,1,1,1,0.333333333333333,1.0,0.0,0,2,1,1,2,2,11.0
1,2026/01/22,CLE,4,Evan Mobley,PT35M31.00S,14,0,14,1,3,2,4,0.461538461538462,0.666666666666666,0.0,0,4,6,9,2,3,10.0
2,2026/01/22,CLE,31,Jarrett Allen,PT34M37.00S,13,0,9,0,2,1,1,0.5,0.5,0.0,0,0,4,8,5,6,-3.0
3,2026/01/22,CLE,20,Jaylon Tyson,PT30M38.50S,14,4,7,1,0,2,3,0.352941176470588,0.625,0.111111111111111,1,9,5,8,1,2,14.0
4,2026/01/22,CLE,45,Donovan Mitchell,PT37M29.00S,24,6,3,1,0,8,1,0.4,0.5,0.25,2,8,6,12,6,7,-3.0
5,2026/01/22,CLE,9,Craig Porter Jr.,PT18M11.00S,7,2,1,0,2,2,1,0.4,0.0,0.666666666666666,2,3,0,2,1,2,-5.0
6,2026/01/22,CLE,12,De'Andre Hunter,PT13M17.00S,4,1,4,1,0,4,3,0.166666666666667,0.0,0.166666666666667,1,6,0,0,1,2,-7.0
7,2026/01/22,CLE,35,Nae'Qwan Tomlin,PT20M49.50S,6,2,9,0,0,0,1,0.428571428571429,0.75,0.0,0,3,3,4,0,0,0.0
8,2026/01/22,CLE,22,Larry Nance Jr.,PT12M35.00S,5,1,2,1,0,0,3,0.666666666666666,0.5,1.0,1,1,1,2,0,0,14.0
9,2026/01/22,CLE,24,Tyrese Proctor,PT09M45.00S,3,0,2,0,0,0,3,0.2,0.0,0.25,1,4,0,1,0,0,4.0
10,2026/01/22,CHA,7,Kon Knueppel,PT31M26.00S,21,2,11,1,0,2,3,0.38095238095238104,0.545454545454545,0.2,2,10,6,11,3,3,8.0
11,2026/01/22,CHA,0,Miles Bridges,PT26M00.00S,11,1,1,0,0,0,1,0.384615384615385,0.5,0.2,1,5,4,8,0,1,-29.0
12,2026/01/22,CHA,14,Moussa Diabaté,PT29M10.10S,4,0,5,1,3,2,4,1.0,1.0,0.0,0,0,1,1,2,6,1.0
13,2026/01/22,CHA,24,Brandon Miller,PT33M59.00S,24,2,4,2,0,3,1,0.4,0.555555555555556,0.272727272727273,3,11,5,9,5,5,-19.0
14,2026/01/22,CHA,4,Sion James,PT21M39.50S,0,1,1,1,0,0,2,0.0,0.0,0.0,0,0,0,2,0,0,-11.0
15,2026/01/22,CHA,1,LaMelo Ball,PT22M18.40S,2,7,5,2,1,2,4,0.0666666666666667,0.2,0.0,0,10,1,5,0,0,-16.0
16,2026/01/22,CHA,10,Josh Green,PT19M19.60S,7,2,9,1,0,1,1,0.666666666666666,1.0,0.5,1,2,1,1,2,2,12.0
17,2026/01/22,CHA,11,Ryan Kalkbrenner,PT15M16.00S,7,1,4,0,0,1,4,0.6,0.6,0.0,0,0,3,5,1,1,-3.0
18,2026/01/22,CHA,2,Grant Williams,PT25M24.00S,0,4,5,3,0,1,2,0.0,0.0,0.0,0,5,0,1,0,0,19.0
19,2026/01/22,CHA,8,Collin Sexton,PT15M27.40S,11,0,2,1,0,0,1,0.416666666666667,0.5,0.25,1,4,4,8,0,0,3.0
20,2026/01/22,IND,12,Johnny Furphy,PT23M11.00S,10,2,8,0,0,2,4,0.5714285714285711,0.666666666666666,0.5,2,4,2,3,0,0,8.0
21,2026/01/22,IND,43,Pascal Siakam,PT32M43.00S,32,4,10,0,0,2,3,0.5714285714285711,0.5714285714285711,0.5714285714285711,4,7,8,14,4,6,-1.0
22,2026/01/22,IND,32,Jay Huff,PT15M46.00S,2,1,3,2,1,0,2,0.25,1.0,0.0,0,3,1,1,0,0,-6.0
23,2026/01/22,IND,23,Aaron Nesmith,PT28M27.00S,6,4,3,0,0,1,3,0.333333333333333,0.6,0.0,0,4,3,5,0,1,-28.0
24,2026/01/22,IND,2,Andrew Nembhard,PT32M51.40S,9,9,4,0,0,3,0,0.272727272727273,0.5,0.0,0,5,3,6,3,4,-6.0
25,2026/01/22,IND,26,Ben Sheppard,PT20M43.60S,8,2,0,0,0,0,1,0.25,0.0,0.25,2,8,0,0,2,2,-3.0
26,2026/01/22,IND,5,Jarace Walker,PT29M05.00S,19,2,3,2,0,0,2,0.5,0.5714285714285711,0.428571428571429,3,7,4,7,2,2,-17.0
27,2026/01/22,IND,22,Isaiah Jackson,PT09M18.00S,0,1,2,0,0,2,2,0.0,0.0,0.0,0,1,0,0,0,0,-4.0
28,2026/01/22,IND,9,T.J. McConnell,PT13M59.00S,4,3,3,1,0,2,1,0.333333333333333,0.4,0.0,0,1,2,5,0,0,-19.0
29,2026/01/22,IND,13,Tony Bradley,PT06M18.00S,2,0,3,1,0,0,0,0.2,0.2,0.0,0,0,1,5,0,0,-2.0
30,2026/01/22,IND,29,Quenton Jackson,PT06M23.00S,3,0,0,0,0,0,1,0.5,0.0,0.5,1,2,0,0,0,0,-5.0
31,2026/01/22,IND,11,Micah Potter,PT17M00.00S,9,1,2,0,1,0,1,0.2,0.5,0.0,0,3,1,2,7,8,2.0
32,2026/01/22,IND,7,Kam Jones,PT04M15.00S,0,2,1,0,0,1,0,0.0,0.0,0.0,0,0,0,1,0,0,6.0
33,2026/01/22,BOS,7,Jaylen Brown,PT33M55.00S,30,5,10,3,0,5,2,0.5,0.5,0.5,1,2,10,20,7,9,11.0
34,2026/01/22,BOS,30,Sam Hauser,PT27M33.60S,17,3,6,0,0,2,4,0.75,1.0,0.714285714285714,5,7,1,1,0,0,13.0
35,2026/01/22,BOS,88,Neemias Queta,PT28M30.00S,17,0,9,1,5,2,3,0.6,0.6,0.0,0,0,6,10,5,5,8.0
36,2026/01/22,BOS,11,Payton Pritchard,PT33M28.00S,10,8,5,1,0,2,1,0.333333333333333,0.428571428571429,0.2,1,5,3,7,1,1,26.0
37,2026/01/22,BOS,9,Derrick White,PT30M11.00S,13,5,5,0,0,1,2,0.4,0.5,0.25,1,4,3,6,4,4,18.0
38,2026/01/22,BOS,4,Anfernee Simons,PT22M28.60S,9,2,4,1,0,0,2,0.375,0.5,0.25,1,4,2,4,2,2,2.0
39,2026/01/22,BOS,52,Luka Garza,PT15M38.00S,8,0,6,0,0,0,1,0.333333333333333,0.4,0.0,0,1,2,5,4,4,13.0
40,2026/01/22,BOS,55,Baylor Scheierman,PT14M27.40S,5,1,2,1,0,1,0,0.5,0.5,0.5,1,2,1,2,0,0,-5.0
41,2026/01/22,BOS,27,Jordan Walsh,PT16M45.40S,3,0,5,1,1,0,2,0.333333333333333,0.0,0.333333333333333,1,3,0,0,0,0,0.0
42,2026/01/22,BOS,28,Hugo González,PT10M46.00S,5,0,2,0,0,1,1,0.666666666666666,1.0,0.5,1,2,1,1,0,0,-1.0
43,2026/01/22,BOS,77,Amari Williams,PT03M51.00S,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,-6.0
44,2026/01/22,BOS,13,Ron Harper Jr.,PT02M26.00S,2,0,0,0,0,0,0,0.5,1.0,0.0,0,1,1,1,0,0,-4.0
