,EXECUTION_DATE,team,num,name,min,pts,ass,reb,stl,blk,to,foul,%,2%,3%,3#,3#/,2#,2#/,1#,1#/,EFF
45,2026/01/22,BKN,17,Michael Porter Jr.,PT25M31.10S,12,1,6,0,0,2,0,0.28571428571428603,0.2,0.333333333333333,3,9,1,5,1,1,-26.0
46,2026/01/22,BKN,21,Noah Clowney,PT23M19.00S,8,0,4,0,0,0,0,0.428571428571429,0.333333333333333,0.5,2,4,1,3,0,0,-19.0
47,2026/01/22,BKN,33,Nic Claxton,PT23M15.00S,4,1,4,1,2,0,2,0.2,0.2,0.0,0,0,1,5,2,4,-25.0
48,2026/01/22,BKN,4,Drake Powell,PT25M13.00S,6,3,1,1,0,0,1,0.222222222222222,0.4,0.0,0,4,2,5,2,2,-26.0
49,2026/01/22,BKN,8,Egor Dëmin,PT20M52.00S,6,3,1,0,0,2,2,0.28571428571428603,0.0,0.333333333333333,2,6,0,1,0,0,-18.0
50,2026/01/22,BKN,1,Ziaire Williams,PT19M21.00S,11,0,1,1,2,1,0,0.5,0.5714285714285711,0.333333333333333,1,3,4,7,0,0,-25.0
51,2026/01/22,BKN,88,Nolan Traore,PT18M35.00S,0,3,1,0,0,3,3,0.0,0.0,0.0,0,1,0,2,0,0,-20.0
52,2026/01/22,BKN,24,Cam Thomas,PT15M37.00S,5,2,1,0,0,0,0,0.166666666666667,0.0,0.2,1,5,0,1,2,2,-20.0
53,2026/01/22,BKN,20,Day'Ron Sharpe,PT23M51.00S,6,1,2,2,0,2,3,0.4,0.666666666666666,0.0,0,2,2,3,2,2,-36.0
54,2026/01/22,BKN,2,Danny Wolf,PT12M16.90S,3,0,2,0,0,0,2,0.25,0.0,0.5,1,2,0,2,0,0,-13.0
55,2026/01/22,BKN,13,Tyrese Martin,PT10M43.00S,3,0,2,0,0,0,0,0.333333333333333,0.0,0.5,1,2,0,1,0,0,-14.0
56,2026/01/22,BKN,14,Terance Mann,PT10M43.00S,2,0,0,0,0,2,1,0.2,0.25,0.0,0,1,1,4,0,0,-14.0
57,2026/01/22,BKN,22,Jalen Wilson,PT10M43.00S,0,1,2,0,0,2,2,0.0,0.0,0.0,0,1,0,0,0,2,-14.0
58,2026/01/22,NYK,8,OG Anunoby,PT29M51.20S,5,3,5,0,0,3,2,0.5,0.5,0.0,0,0,2,4,1,2,28.0
59,2026/01/22,NYK,3,Josh Hart,PT25M13.00S,11,3,9,1,0,2,2,1.0,1.0,1.0,1,1,4,4,0,0,19.0
60,2026/01/22,NYK,32,Karl-Anthony Towns,PT20M19.00S,14,3,8,1,0,2,3,0.625,0.6,0.666666666666666,2,3,3,5,2,2,21.0
61,2026/01/22,NYK,25,Mikal Bridges,PT24M33.10S,11,4,4,1,1,0,2,0.555555555555556,0.666666666666666,0.333333333333333,1,3,4,6,0,0,18.0
62,2026/01/22,NYK,11,Jalen Brunson,PT30M32.90S,20,5,4,0,0,2,2,0.470588235294118,0.777777777777778,0.125,1,8,7,9,3,4,27.0
63,2026/01/22,NYK,23,Mitchell Robinson,PT16M44.00S,7,0,7,1,2,1,3,1.0,1.0,0.0,0,0,3,3,1,2,20.0
64,2026/01/22,NYK,28,Guerschon Yabusele,PT11M25.00S,2,0,1,1,1,0,1,0.333333333333333,1.0,0.0,0,2,1,1,0,0,9.0
65,2026/01/22,NYK,44,Landry Shamet,PT15M08.80S,18,2,1,2,1,0,0,0.857142857142857,0.0,1.0,6,6,0,1,0,0,23.0
66,2026/01/22,NYK,2,Miles McBride,PT19M13.00S,14,4,6,1,0,0,0,0.5,0.333333333333333,0.75,3,4,2,6,1,2,34.0
67,2026/01/22,NYK,00,Jordan Clarkson,PT12M00.00S,3,2,3,1,0,1,1,0.25,0.5,0.0,0,2,1,2,1,2,22.0
68,2026/01/22,NYK,55,Ariel Hukporti,PT10M59.00S,2,0,5,0,1,0,1,0.5,0.5,0.0,0,0,1,2,0,0,24.0
69,2026/01/22,NYK,13,Tyler Kolek,PT09M35.00S,6,0,0,1,0,1,1,0.5,0.5,0.5,1,2,1,2,1,1,11.0
70,2026/01/22,NYK,51,Mohamed Diawara,PT07M47.00S,7,1,3,0,0,0,0,0.5,0.333333333333333,1.0,1,1,1,3,2,2,8.0
71,2026/01/22,NYK,4,Pacôme Dadiet,PT06M39.00S,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,6.0
72,2026/01/22,ATL,24,Corey Kispert,PT13M47.30S,8,2,1,1,0,0,0,0.6,1.0,0.5,2,4,1,1,0,0,-11.0
73,2026/01/22,ATL,1,Jalen Johnson,PT39M01.00S,32,8,15,1,0,4,2,0.476190476190476,0.533333333333333,0.333333333333333,2,6,8,15,10,11,0.0
74,2026/01/22,ATL,17,Onyeka Okongwu,PT27M34.30S,18,1,9,1,2,7,6,0.6,1.0,0.5,4,8,2,2,2,3,-3.0
75,2026/01/22,ATL,5,Dyson Daniels,PT35M07.60S,3,8,7,0,0,1,2,0.111111111111111,0.111111111111111,0.0,0,0,1,9,1,2,-2.0
76,2026/01/22,ATL,7,Nickeil Alexander-Walker,PT33M28.00S,11,4,2,1,2,2,2,0.272727272727273,0.5,0.222222222222222,2,9,1,2,3,3,1.0
77,2026/01/22,ATL,3,CJ McCollum,PT26M01.70S,15,6,0,2,1,1,1,0.428571428571429,0.428571428571429,0.428571428571429,3,7,3,7,0,0,5.0
78,2026/01/22,ATL,18,Mouhamed Gueye,PT18M02.00S,7,2,1,0,0,0,3,0.428571428571429,0.666666666666666,0.25,1,4,2,3,0,2,0.0
79,2026/01/22,ATL,4,Luke Kennard,PT24M42.40S,18,2,4,2,0,0,3,0.777777777777778,0.75,0.8,4,5,3,4,0,0,5.0
80,2026/01/22,ATL,27,Vít Krejčí,PT10M53.00S,7,1,2,0,0,0,2,0.666666666666666,0.5,1.0,1,1,1,2,2,3,8.0
81,2026/01/22,ATL,35,Christian Koloko,PT11M22.70S,5,0,1,1,1,1,3,0.666666666666666,0.5,1.0,1,1,1,2,0,0,7.0
82,2026/01/22,MEM,0,Jaylen Wells,PT25M34.00S,18,0,4,1,0,0,4,0.375,0.5714285714285711,0.222222222222222,2,9,4,7,4,4,3.0
83,2026/01/22,MEM,8,Jaren Jackson Jr.,PT32M21.00S,17,2,6,1,0,5,5,0.5,0.625,0.25,1,4,5,8,4,5,7.0
84,2026/01/22,MEM,46,John Konchar,PT20M47.70S,2,0,4,2,1,1,0,1.0,1.0,0.0,0,0,1,1,0,0,-1.0
85,2026/01/22,MEM,23,Cedric Coward,PT26M19.00S,17,0,7,2,1,3,1,0.466666666666667,0.4,0.6,3,5,4,10,0,0,11.0
86,2026/01/22,MEM,12,Ja Morant,PT29M56.00S,23,12,2,1,3,5,4,0.466666666666667,0.545454545454545,0.25,1,4,6,11,8,8,1.0
87,2026/01/22,MEM,24,Cam Spencer,PT20M31.00S,11,4,2,0,0,2,1,0.375,0.333333333333333,0.4,2,5,1,3,3,3,-7.0
88,2026/01/22,MEM,31,Jock Landale,PT27M51.80S,13,3,11,0,0,0,2,0.384615384615385,0.36363636363636404,0.5,1,2,4,11,2,4,-1.0
89,2026/01/22,MEM,45,GG Jackson,PT20M45.00S,9,1,2,0,2,0,3,0.666666666666666,0.8,0.0,0,1,4,5,1,1,-11.0
90,2026/01/22,MEM,5,Vince Williams Jr.,PT18M04.00S,3,1,0,0,0,0,1,0.25,0.0,0.25,1,4,0,0,0,0,-3.0
91,2026/01/22,MEM,3,Kentavious Caldwell-Pope,PT17M50.50S,9,3,5,0,0,1,2,1.0,1.0,1.0,1,1,2,2,2,2,-9.0
92,2026/01/22,DET,9,Ausar Thompson,PT28M17.00S,12,3,9,3,0,0,2,0.5,0.5,0.0,0,0,5,10,2,2,12.0
93,2026/01/22,DET,12,Tobias Harris,PT30M30.00S,10,3,6,0,0,3,2,0.307692307692308,0.28571428571428603,0.333333333333333,2,6,2,7,0,0,8.0
94,2026/01/22,DET,0,Jalen Duren,PT29M47.00S,20,3,15,1,2,2,3,0.636363636363636,0.636363636363636,0.0,0,0,7,11,6,6,13.0
95,2026/01/22,DET,55,Duncan Robinson,PT29M26.80S,15,3,4,1,1,2,2,0.45454545454545503,0.5,0.444444444444444,4,9,1,2,1,2,20.0
96,2026/01/22,DET,24,Daniss Jenkins,PT26M33.90S,17,4,1,2,2,5,3,0.416666666666667,0.5,0.333333333333333,2,6,3,6,5,7,5.0
97,2026/01/22,DET,23,Jaden Ivey,PT18M16.00S,7,1,1,0,0,3,3,0.4,0.0,0.4,2,5,0,0,1,2,-7.0
98,2026/01/22,DET,5,Ronald Holland II,PT18M19.00S,6,2,2,2,0,0,3,0.5,0.333333333333333,1.0,1,1,1,3,1,2,-1.0
99,2026/01/22,DET,28,Isaiah Stewart,PT23M51.00S,8,3,6,0,2,2,2,0.428571428571429,0.666666666666666,0.25,1,4,2,3,1,1,-9.0
100,2026/01/22,DET,25,Marcus Sasser,PT20M47.10S,9,4,1,0,0,0,0,0.272727272727273,0.333333333333333,0.2,1,5,2,6,2,2,1.0
101,2026/01/22,DET,31,Javonte Green,PT14M12.20S,8,0,2,3,1,1,1,0.75,1.0,0.666666666666666,2,3,1,1,0,0,-2.0
102,2026/01/22,NOP,41,Saddiq Bey,PT28M42.00S,20,2,3,2,0,3,2,0.333333333333333,0.428571428571429,0.2,1,5,3,7,11,11,-5.0
103,2026/01/22,NOP,1,Zion Williamson,PT14M41.00S,4,0,4,0,0,1,0,0.4,0.4,0.0,0,0,2,5,0,3,-10.0
104,2026/01/22,NOP,22,Derik Queen,PT23M05.00S,5,8,4,1,1,4,2,1.0,1.0,0.0,0,0,2,2,1,2,-8.0
105,2026/01/22,NOP,25,Trey Murphy III,PT34M52.00S,17,2,4,2,1,5,0,0.31578947368421,0.4,0.222222222222222,2,9,4,10,3,3,-5.0
106,2026/01/22,NOP,0,Jeremiah Fears,PT20M09.00S,12,0,5,2,0,1,2,0.5,0.666666666666666,0.0,0,2,4,6,4,4,-12.0
107,2026/01/22,NOP,17,Karlo Matković,PT14M19.00S,5,0,2,0,1,0,5,0.666666666666666,1.0,0.5,1,2,1,1,0,0,3.0
108,2026/01/22,NOP,3,Jordan Poole,PT27M51.00S,11,2,2,2,0,1,3,0.235294117647059,0.4,0.0,0,7,4,10,3,4,4.0
109,2026/01/22,NOP,21,Yves Missi,PT26M22.00S,4,2,6,0,2,1,4,0.5,0.5,0.0,0,0,2,4,0,0,-2.0
110,2026/01/22,NOP,14,Micah Peavy,PT26M43.00S,17,2,7,4,1,1,0,0.636363636363636,0.666666666666666,0.6,3,5,4,6,0,0,-1.0
111,2026/01/22,NOP,11,Bryce McGowens,PT13M08.00S,5,1,2,0,0,0,2,0.333333333333333,1.0,0.0,0,2,1,1,3,3,-3.0
112,2026/01/22,NOP,55,Kevon Looney,PT10M08.00S,4,0,7,0,0,0,0,1.0,1.0,0.0,0,0,2,2,0,0,-1.0
113,2026/01/22,OKC,22,Cason Wallace,PT31M07.00S,9,2,2,4,1,0,2,0.333333333333333,0.333333333333333,0.333333333333333,2,6,1,3,1,2,5.0
114,2026/01/22,OKC,5,Luguentz Dort,PT32M50.00S,13,3,4,2,0,0,4,0.45454545454545503,0.5,0.428571428571429,3,7,2,4,0,0,8.0
115,2026/01/22,OKC,7,Chet Holmgren,PT31M47.00S,10,2,7,1,1,2,1,0.333333333333333,0.4,0.25,1,4,2,5,3,4,11.0
116,2026/01/22,OKC,25,Ajay Mitchell,PT25M10.00S,18,2,3,2,0,2,1,0.666666666666666,0.6,1.0,2,2,6,10,0,1,13.0
117,2026/01/22,OKC,2,Shai Gilgeous-Alexander,PT33M20.00S,40,11,7,1,0,2,0,0.8421052631578949,0.823529411764706,1.0,2,2,14,17,6,7,19.0
118,2026/01/22,OKC,11,Isaiah Joe,PT25M17.00S,5,1,1,0,0,1,1,0.25,1.0,0.14285714285714302,1,7,1,1,0,0,14.0
119,2026/01/22,OKC,34,Kenrich Williams,PT27M57.00S,18,2,8,0,0,1,1,0.615384615384615,0.75,0.4,2,5,6,8,0,1,6.0
120,2026/01/22,OKC,15,Branden Carlson,PT16M13.00S,9,1,6,0,1,0,0,0.5,0.6,0.333333333333333,1,3,3,5,0,0,9.0
121,2026/01/22,OKC,23,Brooks Barnhizer,PT13M06.00S,0,0,3,2,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,11.0
122,2026/01/22,MIL,11,Gary Harris,PT08M51.00S,3,1,0,0,0,0,1,1.0,0.0,1.0,1,1,0,0,0,0,-15.0
123,2026/01/22,MIL,34,Giannis Antetokounmpo,PT31M29.00S,19,7,14,1,0,3,2,0.7272727272727271,0.7272727272727271,0.0,0,0,8,11,3,6,-11.0
124,2026/01/22,MIL,18,Kyle Kuzma,PT28M18.30S,9,0,4,0,0,0,1,0.333333333333333,0.5714285714285711,0.0,0,5,4,7,1,1,-20.0
125,2026/01/22,MIL,20,AJ Green,PT31M31.70S,15,1,3,0,0,2,2,0.5,1.0,0.444444444444444,4,9,1,1,1,1,-14.0
126,2026/01/22,MIL,13,Ryan Rollins,PT29M06.00S,10,7,3,3,0,3,3,0.36363636363636404,0.333333333333333,0.4,2,5,2,6,0,0,-9.0
127,2026/01/22,MIL,9,Bobby Portis,PT37M25.00S,15,9,6,1,0,1,3,0.428571428571429,0.5714285714285711,0.28571428571428603,2,7,4,7,1,1,0.0
128,2026/01/22,MIL,50,Cole Anthony,PT24M15.00S,17,3,3,0,0,5,4,0.777777777777778,0.8,0.75,3,4,4,5,0,0,-7.0
129,2026/01/22,MIL,35,Pete Nance,PT29M42.00S,11,1,4,1,0,2,1,0.5714285714285711,0.5,0.6,3,5,1,2,0,0,3.0
130,2026/01/22,MIL,5,Gary Trent Jr.,PT05M56.00S,0,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,-2.0
131,2026/01/22,MIL,44,Andre Jackson Jr.,PT06M02.00S,3,0,2,0,0,0,1,0.25,0.0,0.333333333333333,1,3,0,1,0,0,-10.0
132,2026/01/22,MIL,00,Jericho Sims,PT02M28.00S,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,-5.0
133,2026/01/22,MIL,17,Amir Coffey,PT02M28.00S,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,-5.0
134,2026/01/22,MIL,43,Thanasis Antetokounmpo,PT02M28.00S,0,0,0,0,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,-5.0
135,2026/01/22,TOR,3,Brandon Ingram,PT34M41.00S,23,4,3,0,0,0,1,0.466666666666667,0.4,0.6,3,5,4,10,6,6,13.0
136,2026/01/22,TOR,4,Scottie Barnes,PT31M51.00S,23,7,8,4,1,3,4,0.470588235294118,0.5,0.333333333333333,1,3,7,14,6,6,8.0
137,2026/01/22,TOR,54,Sandro Mamukelashvili,PT32M20.00S,22,4,9,0,0,1,2,0.5714285714285711,0.833333333333334,0.375,3,8,5,6,3,4,15.0
138,2026/01/22,TOR,23,Jamal Shead,PT33M12.00S,15,6,5,2,0,1,1,0.416666666666667,0.28571428571428603,0.6,3,5,2,7,2,2,13.0
139,2026/01/22,TOR,5,Immanuel Quickley,PT35M42.00S,18,8,6,2,0,2,2,0.5,0.625,0.25,1,4,5,8,5,5,15.0
140,2026/01/22,TOR,2,Jonathan Mogbo,PT22M31.00S,3,0,9,0,1,1,4,0.2,0.2,0.0,0,0,1,5,1,2,2.0
141,2026/01/22,TOR,30,Ochai Agbaji,PT19M37.40S,4,1,2,1,1,0,0,0.5,0.5,0.0,0,0,2,4,0,0,21.0
142,2026/01/22,TOR,1,Gradey Dick,PT19M09.60S,11,0,1,2,0,1,3,0.416666666666667,0.666666666666666,0.166666666666667,1,6,4,6,0,0,-12.0
143,2026/01/22,TOR,77,Jamison Battle,PT07M37.00S,3,0,3,0,0,0,1,0.333333333333333,0.0,0.5,1,2,0,1,0,0,-6.0
144,2026/01/22,TOR,0,A.J. Lawson,PT03M19.00S,0,0,1,0,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,-4.0
145,2026/01/22,SAC,10,DeMar DeRozan,PT33M19.00S,9,2,1,1,0,0,0,0.375,0.428571428571429,0.0,0,1,3,7,3,5,-23.0
146,2026/01/22,SAC,9,Precious Achiuwa,PT20M43.00S,11,1,8,0,0,0,1,0.833333333333334,0.8,1.0,1,1,4,5,0,0,-9.0
147,2026/01/22,SAC,42,Maxime Raynaud,PT22M08.00S,8,2,7,0,0,1,3,0.428571428571429,0.5,0.0,0,1,3,6,2,2,-13.0
148,2026/01/22,SAC,8,Zach LaVine,PT37M33.00S,19,5,1,1,1,2,2,0.411764705882353,0.555555555555556,0.25,2,8,5,9,3,4,-14.0
149,2026/01/22,SAC,18,Russell Westbrook,PT34M31.00S,23,3,3,3,0,4,2,0.409090909090909,0.5,0.25,2,8,7,14,3,3,-16.0
150,2026/01/22,SAC,5,Nique Clifford,PT21M13.00S,4,3,7,0,1,1,1,0.333333333333333,1.0,0.0,0,4,2,2,0,0,7.0
151,2026/01/22,SAC,32,Dylan Cardwell,PT24M48.00S,2,3,13,1,4,1,4,0.5,0.5,0.0,0,0,1,2,0,0,4.0
152,2026/01/22,SAC,17,Dennis Schröder,PT20M16.00S,16,3,1,0,0,1,1,0.384615384615385,0.5714285714285711,0.166666666666667,1,6,4,7,5,6,9.0
153,2026/01/22,SAC,0,Malik Monk,PT25M29.00S,17,3,4,0,0,4,2,0.857142857142857,1.0,0.75,3,4,3,3,2,2,-10.0
0,2026/01/23,CHA,7,Kon Knueppel,PT27M34.90S,13,4,10,1,0,2,0,0.36363636363636404,0.6,0.166666666666667,1,6,3,5,4,4,16.0
1,2026/01/23,CHA,0,Miles Bridges,PT30M27.00S,10,2,8,1,0,2,3,0.333333333333333,0.428571428571429,0.2,1,5,3,7,1,2,28.0
2,2026/01/23,CHA,14,Moussa Diabaté,PT16M02.00S,10,1,4,0,1,1,5,1.0,1.0,0.0,0,0,4,4,2,3,12.0
3,2026/01/23,CHA,24,Brandon Miller,PT27M13.00S,20,4,2,2,0,3,2,0.533333333333333,0.75,0.28571428571428603,2,7,6,8,2,2,20.0
4,2026/01/23,CHA,1,LaMelo Ball,PT28M15.00S,16,7,6,0,1,2,2,0.5,0.5,0.5,4,8,2,4,0,0,9.0
5,2026/01/23,CHA,10,Josh Green,PT16M13.70S,6,0,0,1,1,0,1,0.5,0.0,1.0,2,2,0,2,0,0,12.0
6,2026/01/23,CHA,11,Ryan Kalkbrenner,PT27M23.00S,10,0,9,0,1,2,3,1.0,1.0,0.0,0,0,3,3,4,6,11.0
7,2026/01/23,CHA,4,Sion James,PT19M45.00S,7,3,3,0,0,0,1,0.333333333333333,0.0,0.5,1,2,0,1,4,4,18.0
8,2026/01/23,CHA,8,Collin Sexton,PT22M30.40S,19,4,0,2,0,2,0,0.857142857142857,0.75,1.0,3,3,3,4,4,4,12.0
9,2026/01/23,CHA,31,Tidjane Salaün,PT17M33.00S,13,0,5,0,0,0,1,0.714285714285714,0.5,1.0,3,3,2,4,0,0,-1.0
10,2026/01/23,CHA,21,Pat Connaughton,PT04M24.00S,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0
11,2026/01/23,CHA,12,Antonio Reeves,PT02M39.00S,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,-2.0
12,2026/01/23,ORL,23,Tristan da Silva,PT18M45.00S,3,1,3,1,0,2,1,0.2,0.0,0.25,1,4,0,1,0,0,-19.0
13,2026/01/23,ORL,5,Paolo Banchero,PT29M40.00S,23,5,7,1,0,4,1,0.5,0.5,0.5,2,4,4,8,9,12,-25.0
14,2026/01/23,ORL,34,Wendell Carter Jr.,PT19M59.50S,4,3,3,1,0,0,3,0.333333333333333,0.666666666666666,0.0,0,3,2,3,0,0,-10.0
15,2026/01/23,ORL,3,Desmond Bane,PT32M04.00S,21,4,5,0,0,1,3,0.615384615384615,0.625,0.6,3,5,5,8,2,2,-15.0
16,2026/01/23,ORL,0,Anthony Black,PT27M37.00S,4,2,2,0,1,1,4,0.0909090909090909,0.0,0.2,1,5,0,6,1,2,-23.0
17,2026/01/23,ORL,35,Goga Bitadze,PT11M31.50S,0,1,2,0,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,-11.0
18,2026/01/23,ORL,11,Jase Richardson,PT23M28.50S,2,0,2,0,0,1,2,0.2,0.25,0.0,0,1,1,4,0,0,-15.0
19,2026/01/23,ORL,2,Tyus Jones,PT15M59.00S,3,1,2,0,0,0,0,0.14285714285714302,0.0,0.2,1,5,0,2,0,0,-4.0
20,2026/01/23,ORL,21,Moritz Wagner,PT15M08.00S,14,1,1,2,0,2,2,0.714285714285714,0.75,0.666666666666666,2,3,3,4,2,2,-5.0
21,2026/01/23,ORL,93,Noah Penda,PT18M49.50S,13,4,2,2,1,1,3,0.833333333333334,0.75,1.0,2,2,3,4,1,2,-2.0
22,2026/01/23,ORL,13,Jett Howard,PT18M10.00S,10,1,1,0,0,0,1,0.5,1.0,0.4,2,5,1,1,2,2,-6.0
23,2026/01/23,ORL,1,Jonathan Isaac,PT04M24.00S,0,2,1,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
24,2026/01/23,ORL,8,Jamal Cain,PT04M24.00S,0,0,0,0,0,0,2,0.0,0.0,0.0,0,0,0,1,0,0,0.0
25,2026/01/23,HOU,7,Kevin Durant,PT44M02.00S,36,3,7,0,1,8,2,0.619047619047619,0.615384615384615,0.625,5,8,8,13,5,6,-15.0
26,2026/01/23,HOU,10,Jabari Smith Jr.,PT38M14.00S,13,5,4,0,0,1,2,0.333333333333333,0.8,0.1,1,10,4,5,2,2,-13.0
27,2026/01/23,HOU,28,Alperen Sengun,PT37M33.00S,13,7,8,3,2,2,2,0.357142857142857,0.333333333333333,0.5,1,2,4,12,2,7,-18.0
28,2026/01/23,HOU,20,Josh Okogie,PT22M25.00S,8,2,2,1,1,1,2,0.75,0.5,1.0,2,2,1,2,0,0,6.0
29,2026/01/23,HOU,1,Amen Thompson,PT41M54.10S,17,9,6,3,0,1,4,0.636363636363636,0.636363636363636,0.0,0,0,7,11,3,5,3.0
30,2026/01/23,HOU,17,Tari Eason,PT28M01.10S,13,2,9,4,0,1,2,0.416666666666667,0.4,0.428571428571429,3,7,2,5,0,1,-18.0
31,2026/01/23,HOU,2,Dorian Finney-Smith,PT14M57.90S,6,1,2,0,0,0,2,0.5,0.0,0.5,2,4,0,0,0,0,7.0
32,2026/01/23,HOU,15,Reed Sheppard,PT22M37.80S,14,4,1,2,0,2,2,0.357142857142857,0.14285714285714302,0.5714285714285711,4,7,1,7,0,1,6.0
33,2026/01/23,HOU,30,Clint Capela,PT15M15.10S,2,0,7,0,1,0,0,0.25,0.25,0.0,0,0,1,4,0,2,12.0
34,2026/01/23,PHI,9,Kelly Oubre Jr.,PT41M19.00S,26,3,4,0,1,1,4,0.714285714285714,0.666666666666666,0.8,4,5,6,9,2,3,9.0
35,2026/01/23,PHI,8,Paul George,PT36M31.00S,10,4,6,3,1,1,5,0.444444444444444,0.5,0.4,2,5,2,4,0,0,-1.0
36,2026/01/23,PHI,21,Joel Embiid,PT45M36.00S,32,10,15,1,1,5,1,0.5263157894736841,0.5625,0.333333333333333,1,3,9,16,11,12,21.0
37,2026/01/23,PHI,77,VJ Edgecombe,PT39M57.30S,9,4,7,3,0,2,4,0.444444444444444,1.0,0.166666666666667,1,6,3,3,0,0,13.0
38,2026/01/23,PHI,0,Tyrese Maxey,PT42M42.00S,36,10,2,3,0,3,1,0.535714285714286,0.722222222222222,0.2,2,10,13,18,4,4,8.0
39,2026/01/23,PHI,25,Dominick Barlow,PT21M25.00S,7,3,5,2,0,1,3,0.6,0.666666666666666,0.5,1,2,2,3,0,0,12.0
40,2026/01/23,PHI,5,Quentin Grimes,PT19M04.00S,3,3,1,1,0,1,3,0.5,1.0,0.0,0,1,1,1,1,1,-11.0
41,2026/01/23,PHI,30,Adem Bona,PT07M24.00S,1,1,3,0,0,1,2,0.0,0.0,0.0,0,0,0,0,1,2,-15.0
42,2026/01/23,PHI,12,Trendon Watford,PT11M01.70S,4,3,3,0,1,0,0,0.666666666666666,0.666666666666666,0.0,0,0,2,3,0,0,-6.0
43,2026/01/23,DEN,8,Peyton Watson,PT40M01.00S,35,3,8,2,4,1,2,0.625,0.5,0.75,6,8,4,8,9,10,13.0
44,2026/01/23,DEN,32,Aaron Gordon,PT33M25.00S,16,5,5,1,0,0,1,0.416666666666667,0.666666666666666,0.166666666666667,1,6,4,6,5,5,23.0
45,2026/01/23,DEN,17,Jonas Valančiūnas,PT21M57.00S,16,2,9,0,0,0,5,0.461538461538462,0.5,0.0,0,1,6,12,4,4,-3.0
46,2026/01/23,DEN,24,Jalen Pickett,PT32M34.00S,2,5,5,1,0,3,2,0.0,0.0,0.0,0,1,0,3,2,2,16.0
47,2026/01/23,DEN,27,Jamal Murray,PT36M02.00S,24,5,4,2,1,4,0,0.529411764705882,0.583333333333333,0.4,2,5,7,12,4,5,18.0
48,2026/01/23,DEN,10,Tim Hardaway Jr.,PT19M42.00S,2,0,3,1,0,2,1,0.125,0.333333333333333,0.0,0,5,1,3,0,0,-8.0
49,2026/01/23,DEN,22,Zeke Nnaji,PT10M04.00S,4,0,1,0,0,0,0,0.666666666666666,0.666666666666666,0.0,0,0,2,3,0,0,-2.0
50,2026/01/23,DEN,21,Spencer Jones,PT28M08.00S,2,0,5,0,1,0,1,0.5,0.5,0.0,0,0,1,2,0,0,0.0
51,2026/01/23,DEN,11,Bruce Brown,PT18M07.00S,6,2,6,2,0,1,2,0.375,0.375,0.0,0,0,3,8,0,0,-7.0
52,2026/01/23,WAS,18,Kyshawn George,PT34M15.00S,20,7,12,1,0,3,5,0.352941176470588,0.36363636363636404,0.333333333333333,2,6,4,11,6,6,-4.0
53,2026/01/23,WAS,22,Khris Middleton,PT27M59.70S,9,0,2,1,0,1,4,0.272727272727273,0.4,0.166666666666667,1,6,2,5,2,2,-18.0
54,2026/01/23,WAS,20,Alex Sarr,PT36M27.40S,15,4,8,1,1,0,1,0.384615384615385,0.416666666666667,0.0,0,1,5,12,5,6,-9.0
55,2026/01/23,WAS,12,Tre Johnson,PT34M04.50S,19,3,3,0,1,2,2,0.5,0.5714285714285711,0.428571428571429,3,7,4,7,2,2,-11.0
56,2026/01/23,WAS,7,Bub Carrington,PT38M05.80S,13,2,2,3,2,5,2,0.28571428571428603,1.0,0.230769230769231,3,13,1,1,2,2,-18.0
57,2026/01/23,WAS,9,Justin Champagnie,PT18M13.30S,3,3,2,1,0,0,1,0.5,0.0,0.5,1,2,0,0,0,0,2.0
58,2026/01/23,WAS,27,Will Riley,PT20M53.60S,13,0,4,1,0,2,2,0.4,0.333333333333333,0.428571428571429,3,7,1,3,2,4,5.0
59,2026/01/23,WAS,5,Jamir Watkins,PT18M19.50S,3,1,5,1,1,1,3,0.5,1.0,0.0,0,1,1,1,1,2,2.0
60,2026/01/23,WAS,16,Anthony Gill,PT11M41.20S,2,0,4,0,1,0,1,1.0,1.0,0.0,0,0,1,1,0,0,1.0
61,2026/01/23,GSW,4,Moses Moody,PT23M14.00S,12,3,3,2,1,0,2,0.5714285714285711,1.0,0.5,3,6,1,1,1,1,-5.0
62,2026/01/23,GSW,15,Gui Santos,PT16M39.00S,5,0,4,0,1,0,1,0.4,1.0,0.25,1,4,1,1,0,0,-5.0
63,2026/01/23,GSW,23,Draymond Green,PT23M24.00S,4,5,4,2,1,3,6,0.2,0.25,0.0,0,1,1,4,2,2,-15.0
64,2026/01/23,GSW,2,Brandin Podziemski,PT32M35.30S,9,10,4,2,0,1,2,0.307692307692308,0.444444444444444,0.0,0,4,4,9,1,2,10.0
