PLAYER,PLAYER_ID,TEAM,EXECUTION_DATE,GP,A_MIN,A_FGA,FG_%,A_3,3_%,A_2,2_%,A_FTA,FT_%,A_PTS,A_REB,A_OREB,A_DREB,A_AST,A_STL,A_BLK,A_TOV,A_PF,A_EFF,AST_TOV,STL_TOV,MIN,FGM,FGA,FG3M,FG3A,FG2M,FG2A,FTM,FTA,PTS,REB,OREB,DREB,AST,STL,BLK,TOV,PF,EFF
Pat Connaughton,1626192,CHA,2026/01/20,20.0,7.15,2.2,0.5,1.35,0.4074074074074074,0.85,0.6470588235294118,0.65,0.6153846153846154,3.15,1.4,0.25,1.15,0.6,0.25,0.05,0.15,0.25,3.95,4.0,1.67,143.0,22.0,44.0,11.0,27.0,11.0,17.0,8.0,13.0,63.0,28.0,5.0,23.0,12.0,5.0,1.0,3.0,5.0,79.0
Pat Spencer,1630311,GSW,2026/01/20,29.0,13.862068965517242,5.103448275862069,0.3918918918918919,1.5862068965517242,0.34782608695652173,3.5172413793103448,0.4117647058823529,0.8275862068965517,0.875,5.275862068965517,1.9655172413793103,0.6551724137931034,1.3103448275862069,2.896551724137931,0.6206896551724138,0.034482758620689655,0.896551724137931,1.103448275862069,6.689655172413793,3.23,0.69,402.0,58.0,148.0,16.0,46.0,42.0,102.0,21.0,24.0,153.0,57.0,19.0,38.0,84.0,18.0,1.0,26.0,32.0,194.0
Patrick Williams,1630172,CHI,2026/01/20,39.0,18.435897435897434,6.0256410256410255,0.37446808510638296,3.230769230769231,0.3968253968253968,2.7948717948717947,0.3486238532110092,1.0512820512820513,0.6829268292682927,6.512820512820513,2.948717948717949,0.6410256410256411,2.3076923076923075,1.205128205128205,0.717948717948718,0.2564102564102564,0.8717948717948718,1.205128205128205,6.666666666666667,1.38,0.82,719.0,88.0,235.0,50.0,126.0,38.0,109.0,28.0,41.0,254.0,115.0,25.0,90.0,47.0,28.0,10.0,34.0,47.0,260.0
Paul George,202331,PHI,2026/01/20,23.0,29.82608695652174,13.0,0.4180602006688963,6.3478260869565215,0.3698630136986301,6.6521739130434785,0.46405228758169936,3.0869565217391304,0.8591549295774648,15.869565217391305,5.217391304347826,0.5652173913043478,4.6521739130434785,3.652173913043478,1.3478260869565217,0.5217391304347826,1.7391304347826086,2.130434782608696,16.869565217391305,2.1,0.78,686.0,125.0,299.0,54.0,146.0,71.0,153.0,61.0,71.0,365.0,120.0,13.0,107.0,84.0,31.0,12.0,40.0,49.0,388.0
Paul Reed,1630194,DET,2026/01/20,31.0,12.193548387096774,4.193548387096774,0.5923076923076923,0.6451612903225806,0.35,3.5483870967741935,0.6363636363636364,1.032258064516129,0.5625,5.774193548387097,4.32258064516129,1.903225806451613,2.4193548387096775,1.2258064516129032,0.9032258064516129,0.6129032258064516,1.032258064516129,1.5806451612903225,9.64516129032258,1.19,0.88,378.0,77.0,130.0,7.0,20.0,70.0,110.0,18.0,32.0,179.0,134.0,59.0,75.0,38.0,28.0,19.0,32.0,49.0,299.0
Payton Pritchard,1630202,BOS,2026/01/20,41.0,32.65853658536585,13.78048780487805,0.4495575221238938,7.341463414634147,0.3388704318936877,6.439024390243903,0.5757575757575758,2.0,0.8658536585365854,16.609756097560975,4.414634146341464,1.0,3.4146341463414633,5.317073170731708,0.8536585365853658,0.12195121951219512,1.1219512195121952,1.5121951219512195,18.341463414634145,4.74,0.76,1339.0,254.0,565.0,102.0,301.0,152.0,264.0,71.0,82.0,681.0,181.0,41.0,140.0,218.0,35.0,5.0,46.0,62.0,752.0
Pelle Larsson,1641796,MIA,2026/01/20,35.0,22.885714285714286,7.142857142857143,0.46,2.942857142857143,0.32038834951456313,4.2,0.5578231292517006,2.4285714285714284,0.7411764705882353,9.314285714285715,2.7714285714285714,0.6571428571428571,2.1142857142857143,3.057142857142857,0.5428571428571428,0.22857142857142856,0.9428571428571428,1.8571428571428572,10.485714285714286,3.24,0.58,801.0,115.0,250.0,33.0,103.0,82.0,147.0,63.0,85.0,326.0,97.0,23.0,74.0,107.0,19.0,8.0,33.0,65.0,367.0
Pete Nance,1631250,MIL,2026/01/20,12.0,5.166666666666667,1.75,0.5714285714285714,1.0,0.5,0.75,0.6666666666666666,0.0,,2.5,1.0,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.25,0.16666666666666666,0.25,0.25,3.25,1.33,1.0,62.0,12.0,21.0,6.0,12.0,6.0,9.0,0.0,0.0,30.0,12.0,2.0,10.0,4.0,3.0,2.0,3.0,3.0,39.0
Peyton Watson,1631212,DEN,2026/01/20,41.0,29.48780487804878,9.902439024390244,0.5073891625615764,3.317073170731707,0.39705882352941174,6.585365853658536,0.562962962962963,3.4390243902439024,0.7304964539007093,13.878048780487806,5.0,0.926829268292683,4.073170731707317,1.8048780487804879,1.0,1.048780487804878,1.6585365853658536,2.5121951219512195,15.268292682926829,1.09,0.6,1209.0,206.0,406.0,54.0,136.0,152.0,270.0,103.0,141.0,569.0,205.0,38.0,167.0,74.0,41.0,43.0,68.0,103.0,626.0
Precious Achiuwa,1630173,SAC,2026/01/20,36.0,20.88888888888889,6.166666666666667,0.509009009009009,1.1666666666666667,0.3333333333333333,5.0,0.55,1.8888888888888888,0.5147058823529411,7.638888888888889,5.472222222222222,1.8888888888888888,3.5833333333333335,1.1944444444444444,0.8333333333333334,0.6111111111111112,0.5833333333333334,1.6944444444444444,11.222222222222221,2.05,1.43,752.0,113.0,222.0,14.0,42.0,99.0,180.0,35.0,68.0,275.0,197.0,68.0,129.0,43.0,30.0,22.0,21.0,61.0,404.0
Quentin Grimes,1629656,PHI,2026/01/20,39.0,31.307692307692307,10.179487179487179,0.4332493702770781,5.923076923076923,0.354978354978355,4.256410256410256,0.5421686746987951,3.3333333333333335,0.8615384615384616,13.794871794871796,3.948717948717949,0.6923076923076923,3.2564102564102564,3.6923076923076925,0.9743589743589743,0.46153846153846156,2.0256410256410255,2.051282051282051,14.615384615384615,1.82,0.48,1221.0,172.0,397.0,82.0,231.0,90.0,166.0,112.0,130.0,538.0,154.0,27.0,127.0,144.0,38.0,18.0,79.0,80.0,570.0
Quenton Jackson,1631245,IND,2026/01/20,21.0,16.238095238095237,5.571428571428571,0.4358974358974359,2.0952380952380953,0.36363636363636365,3.4761904761904763,0.4794520547945205,2.4285714285714284,0.7843137254901961,7.523809523809524,2.0476190476190474,0.5714285714285714,1.4761904761904763,1.9523809523809523,0.6666666666666666,0.19047619047619047,1.2380952380952381,1.7142857142857142,7.476190476190476,1.58,0.54,341.0,51.0,117.0,16.0,44.0,35.0,73.0,40.0,51.0,158.0,43.0,12.0,31.0,41.0,14.0,4.0,26.0,36.0,157.0
Quinten Post,1642366,GSW,2026/01/20,44.0,18.022727272727273,6.840909090909091,0.43853820598006643,4.5227272727272725,0.34673366834170855,2.3181818181818183,0.6176470588235294,0.5454545454545454,0.7916666666666666,8.0,3.977272727272727,0.9318181818181818,3.0454545454545454,1.4545454545454546,0.4772727272727273,0.5454545454545454,0.8181818181818182,2.022727272727273,9.681818181818182,1.78,0.58,793.0,132.0,301.0,69.0,199.0,63.0,102.0,19.0,24.0,352.0,175.0,41.0,134.0,64.0,21.0,24.0,36.0,89.0,426.0
RJ Barrett,1629628,TOR,2026/01/20,23.0,30.347826086956523,14.73913043478261,0.49557522123893805,5.391304347826087,0.3548387096774194,9.347826086956522,0.5767441860465117,4.478260869565218,0.6893203883495146,19.608695652173914,5.043478260869565,0.782608695652174,4.260869565217392,3.652173913043478,0.8260869565217391,0.17391304347826086,1.565217391304348,2.391304347826087,18.91304347826087,2.33,0.53,698.0,168.0,339.0,44.0,124.0,124.0,215.0,71.0,103.0,451.0,116.0,18.0,98.0,84.0,19.0,4.0,36.0,55.0,435.0
Rasheer Fleming,1642853,PHX,2026/01/20,24.0,6.958333333333333,2.8333333333333335,0.35294117647058826,1.625,0.20512820512820512,1.2083333333333333,0.5517241379310345,0.375,0.7777777777777778,2.625,1.25,0.6666666666666666,0.5833333333333334,0.16666666666666666,0.25,0.25,0.16666666666666666,0.7916666666666666,2.4583333333333335,1.0,1.5,167.0,24.0,68.0,8.0,39.0,16.0,29.0,7.0,9.0,63.0,30.0,16.0,14.0,4.0,6.0,6.0,4.0,19.0,59.0
RayJ Dennis,1642484,ATL,2026/01/20,15.0,11.8,4.866666666666666,0.3013698630136986,2.6,0.3076923076923077,2.2666666666666666,0.29411764705882354,0.6,0.8888888888888888,4.266666666666667,1.5333333333333334,0.5333333333333333,1.0,2.0,0.26666666666666666,0.26666666666666666,1.0,1.1333333333333333,3.8666666666666667,2.0,0.27,177.0,22.0,73.0,12.0,39.0,10.0,34.0,8.0,9.0,64.0,23.0,8.0,15.0,30.0,4.0,4.0,15.0,17.0,58.0
RayJ Dennis,1642484,IND,2026/01/20,13.0,12.923076923076923,5.538461538461538,0.3055555555555556,2.923076923076923,0.3157894736842105,2.6153846153846154,0.29411764705882354,0.6923076923076923,0.8888888888888888,4.923076923076923,1.6153846153846154,0.6153846153846154,1.0,2.0,0.23076923076923078,0.3076923076923077,1.0769230769230769,1.2307692307692308,4.076923076923077,1.86,0.21,168.0,22.0,72.0,12.0,38.0,10.0,34.0,8.0,9.0,64.0,21.0,8.0,13.0,26.0,3.0,4.0,14.0,16.0,53.0
RayJ Dennis,1642484,LAC,2026/01/20,14.0,12.285714285714286,5.142857142857143,0.3055555555555556,2.7142857142857144,0.3157894736842105,2.4285714285714284,0.29411764705882354,0.6428571428571429,0.8888888888888888,4.571428571428571,1.6428571428571428,0.5714285714285714,1.0714285714285714,1.8571428571428572,0.21428571428571427,0.2857142857142857,1.0714285714285714,1.1428571428571428,3.857142857142857,1.73,0.2,172.0,22.0,72.0,12.0,38.0,10.0,34.0,8.0,9.0,64.0,23.0,8.0,15.0,26.0,3.0,4.0,15.0,16.0,54.0
Rayan Rupert,1641712,POR,2026/01/20,37.0,11.621621621621621,2.891891891891892,0.37383177570093457,1.3513513513513513,0.28,1.5405405405405406,0.45614035087719296,0.32432432432432434,0.5833333333333334,2.72972972972973,1.7027027027027026,0.43243243243243246,1.2702702702702702,0.7297297297297297,0.5135135135135135,0.05405405405405406,0.40540540540540543,1.2162162162162162,3.3783783783783785,1.8,1.27,430.0,40.0,107.0,14.0,50.0,26.0,57.0,7.0,12.0,101.0,63.0,16.0,47.0,27.0,19.0,2.0,15.0,45.0,125.0
Reed Sheppard,1642263,HOU,2026/01/20,40.0,24.9,10.6,0.44339622641509435,6.1,0.4098360655737705,4.5,0.4888888888888889,1.1,0.7727272727272727,12.75,2.575,0.325,2.25,3.15,1.425,0.525,1.175,2.075,13.1,2.68,1.21,996.0,188.0,424.0,100.0,244.0,88.0,180.0,34.0,44.0,510.0,103.0,13.0,90.0,126.0,57.0,21.0,47.0,83.0,524.0
Riley Minix,1642434,SAS,2026/01/20,3.0,2.6666666666666665,2.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.0,,3.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,3.6666666666666665,0.0,0.0,8.0,4.0,6.0,1.0,3.0,3.0,3.0,0.0,0.0,9.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.0
Rob Dillingham,1642265,MIN,2026/01/20,32.0,9.75,4.15625,0.3383458646616541,0.96875,0.3548387096774194,3.1875,0.3333333333333333,0.625,0.75,3.625,1.21875,0.15625,1.0625,1.78125,0.53125,0.09375,1.0,1.125,3.34375,1.78,0.53,312.0,45.0,133.0,11.0,31.0,34.0,102.0,15.0,20.0,116.0,39.0,5.0,34.0,57.0,17.0,3.0,32.0,36.0,107.0
Robert Williams III,1629057,POR,2026/01/20,30.0,15.933333333333334,3.6666666666666665,0.7272727272727273,0.36666666666666664,0.2727272727272727,3.3,0.7777777777777778,0.8,0.75,6.033333333333333,6.166666666666667,2.0,4.166666666666667,1.0,0.6,1.2666666666666666,0.6333333333333333,1.2,13.233333333333333,1.58,0.95,478.0,80.0,110.0,3.0,11.0,77.0,99.0,18.0,24.0,181.0,185.0,60.0,125.0,30.0,18.0,38.0,19.0,36.0,397.0
Ron Harper Jr.,1631199,BOS,2026/01/20,5.0,5.2,2.4,0.3333333333333333,1.8,0.3333333333333333,0.6,0.3333333333333333,0.0,,2.2,1.2,0.6,0.6,0.8,0.2,0.4,0.2,0.4,3.0,4.0,1.0,26.0,4.0,12.0,3.0,9.0,1.0,3.0,0.0,0.0,11.0,6.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,15.0
Ronald Holland II,1641842,DET,2026/01/20,39.0,20.871794871794872,7.384615384615385,0.4097222222222222,2.641025641025641,0.23300970873786409,4.743589743589744,0.5081081081081081,2.051282051282051,0.7875,8.282051282051283,4.384615384615385,1.0769230769230769,3.3076923076923075,1.4102564102564104,1.358974358974359,0.358974358974359,1.3846153846153846,2.1794871794871793,9.615384615384615,1.02,0.98,814.0,118.0,288.0,24.0,103.0,94.0,185.0,63.0,80.0,323.0,171.0,42.0,129.0,55.0,53.0,14.0,54.0,85.0,375.0
Royce O'Neale,1626220,PHX,2026/01/20,43.0,29.46511627906977,8.465116279069768,0.43131868131868134,6.953488372093023,0.4180602006688963,1.5116279069767442,0.49230769230769234,0.4418604651162791,0.631578947368421,10.488372093023257,5.069767441860465,0.7209302325581395,4.348837209302325,2.953488372093023,1.186046511627907,0.3023255813953488,1.5116279069767442,2.2093023255813953,13.511627906976743,1.95,0.79,1267.0,157.0,364.0,125.0,299.0,32.0,65.0,12.0,19.0,451.0,218.0,31.0,187.0,127.0,51.0,13.0,65.0,95.0,581.0
Rudy Gobert,203497,MIN,2026/01/20,41.0,31.70731707317073,6.365853658536586,0.7126436781609196,0.024390243902439025,0.0,6.341463414634147,0.7153846153846154,3.7560975609756095,0.5064935064935064,10.975609756097562,11.390243902439025,3.926829268292683,7.463414634146342,1.8048780487804879,0.6585365853658537,1.6585365853658536,1.3658536585365855,2.8780487804878048,21.4390243902439,1.32,0.48,1300.0,186.0,261.0,0.0,1.0,186.0,260.0,78.0,154.0,450.0,467.0,161.0,306.0,74.0,27.0,68.0,56.0,118.0,879.0
Rui Hachimura,1629060,LAL,2026/01/20,31.0,30.741935483870968,9.193548387096774,0.512280701754386,4.064516129032258,0.42857142857142855,5.129032258064516,0.5786163522012578,1.2258064516129032,0.7631578947368421,12.096774193548388,3.4193548387096775,0.7096774193548387,2.7096774193548385,0.8387096774193549,0.5806451612903226,0.25806451612903225,0.8064516129032258,1.7741935483870968,11.612903225806452,1.04,0.72,953.0,146.0,285.0,54.0,126.0,92.0,159.0,29.0,38.0,375.0,106.0,22.0,84.0,26.0,18.0,8.0,25.0,55.0,360.0
Russell Westbrook,201566,SAC,2026/01/20,43.0,29.651162790697676,12.883720930232558,0.43501805054151627,5.674418604651163,0.36065573770491804,7.209302325581396,0.4935483870967742,2.9302325581395348,0.6825396825396826,15.255813953488373,6.27906976744186,1.4883720930232558,4.790697674418604,6.953488372093023,1.372093023255814,0.16279069767441862,3.3488372093023258,2.511627906976744,18.46511627906977,2.08,0.41,1275.0,241.0,554.0,88.0,244.0,153.0,310.0,86.0,126.0,656.0,270.0,64.0,206.0,299.0,59.0,7.0,144.0,108.0,794.0
Ryan Dunn,1642346,PHX,2026/01/20,36.0,21.305555555555557,5.833333333333333,0.4523809523809524,2.6666666666666665,0.3229166666666667,3.1666666666666665,0.5614035087719298,0.7222222222222222,0.6923076923076923,6.638888888888889,4.527777777777778,1.6111111111111112,2.9166666666666665,1.7777777777777777,0.9722222222222222,0.5,1.0833333333333333,2.388888888888889,9.916666666666666,1.64,0.9,767.0,95.0,210.0,31.0,96.0,64.0,114.0,18.0,26.0,239.0,163.0,58.0,105.0,64.0,35.0,18.0,39.0,86.0,357.0
Ryan Kalkbrenner,1641750,CHA,2026/01/20,31.0,24.64516129032258,4.838709677419355,0.7733333333333333,0.06451612903225806,0.0,4.774193548387097,0.7837837837837838,1.7096774193548387,0.7169811320754716,8.709677419354838,6.290322580645161,2.4838709677419355,3.806451612903226,0.6774193548387096,0.6451612903225806,1.5806451612903225,1.032258064516129,1.6451612903225807,15.290322580645162,0.66,0.63,764.0,116.0,150.0,0.0,2.0,116.0,148.0,38.0,53.0,270.0,195.0,77.0,118.0,21.0,20.0,49.0,32.0,51.0,474.0
Ryan Nembhard,1642948,DAL,2026/01/20,31.0,20.580645161290324,6.870967741935484,0.45539906103286387,2.4516129032258065,0.39473684210526316,4.419354838709677,0.48905109489051096,0.3548387096774194,0.7272727272727273,7.483870967741935,1.935483870967742,0.1935483870967742,1.7419354838709677,5.225806451612903,0.22580645161290322,0.0,1.5483870967741935,1.5161290322580645,9.483870967741936,3.38,0.15,638.0,97.0,213.0,30.0,76.0,67.0,137.0,8.0,11.0,232.0,60.0,6.0,54.0,162.0,7.0,0.0,48.0,47.0,294.0
Ryan Rollins,1631157,MIL,2026/01/20,42.0,31.571428571428573,13.333333333333334,0.4625,5.714285714285714,0.39166666666666666,7.619047619047619,0.515625,2.0952380952380953,0.7613636363636364,16.166666666666668,4.523809523809524,0.8333333333333334,3.6904761904761907,5.476190476190476,1.4761904761904763,0.42857142857142855,2.2857142857142856,2.880952380952381,18.11904761904762,2.4,0.65,1326.0,259.0,560.0,94.0,240.0,165.0,320.0,67.0,88.0,679.0,190.0,35.0,155.0,230.0,62.0,18.0,96.0,121.0,761.0
Saddiq Bey,1630180,NOP,2026/01/20,38.0,29.86842105263158,11.894736842105264,0.4446902654867257,4.973684210526316,0.32275132275132273,6.921052631578948,0.532319391634981,3.5789473684210527,0.8088235294117647,15.078947368421053,5.657894736842105,1.5789473684210527,4.078947368421052,2.210526315789474,0.8947368421052632,0.05263157894736842,0.5789473684210527,1.0789473684210527,16.026315789473685,3.82,1.55,1135.0,201.0,452.0,61.0,189.0,140.0,263.0,110.0,136.0,573.0,215.0,60.0,155.0,84.0,34.0,2.0,22.0,41.0,609.0
Sam Hauser,1630573,BOS,2026/01/20,41.0,22.951219512195124,7.341463414634147,0.4053156146179402,6.487804878048781,0.39473684210526316,0.8536585365853658,0.4857142857142857,0.24390243902439024,0.9,8.731707317073171,3.658536585365854,0.6585365853658537,3.0,1.3170731707317074,0.5853658536585366,0.3170731707317073,0.5853658536585366,1.2439024390243902,9.634146341463415,2.25,1.0,941.0,122.0,301.0,105.0,266.0,17.0,35.0,9.0,10.0,358.0,150.0,27.0,123.0,54.0,24.0,13.0,24.0,51.0,395.0
Sam Merrill,1630241,CLE,2026/01/20,24.0,25.791666666666668,9.583333333333334,0.46956521739130436,7.791666666666667,0.45454545454545453,1.7916666666666667,0.5348837209302325,1.4166666666666667,0.8823529411764706,13.791666666666666,2.375,0.6666666666666666,1.7083333333333333,2.3333333333333335,0.7083333333333334,0.125,0.9166666666666666,2.8333333333333335,13.166666666666666,2.55,0.77,619.0,108.0,230.0,85.0,187.0,23.0,43.0,30.0,34.0,331.0,57.0,16.0,41.0,56.0,17.0,3.0,22.0,68.0,316.0
Sandro Mamukelashvili,1630572,TOR,2026/01/20,42.0,21.428571428571427,7.738095238095238,0.5230769230769231,3.3333333333333335,0.35714285714285715,4.404761904761905,0.6486486486486487,1.7142857142857142,0.75,10.571428571428571,4.833333333333333,1.5,3.3333333333333335,1.8571428571428572,0.6666666666666666,0.5952380952380952,0.7857142857142857,1.7857142857142858,13.619047619047619,2.36,0.85,900.0,170.0,325.0,50.0,140.0,120.0,185.0,54.0,72.0,444.0,203.0,63.0,140.0,78.0,28.0,25.0,33.0,75.0,572.0
Santi Aldama,1630583,MEM,2026/01/20,41.0,27.975609756097562,11.073170731707316,0.4779735682819383,4.682926829268292,0.3489583333333333,6.390243902439025,0.5725190839694656,2.6097560975609757,0.6728971962616822,13.975609756097562,6.682926829268292,1.5365853658536586,5.146341463414634,3.024390243902439,0.8780487804878049,0.7073170731707317,1.2926829268292683,1.5853658536585367,17.341463414634145,2.34,0.68,1147.0,217.0,454.0,67.0,192.0,150.0,262.0,72.0,107.0,573.0,274.0,63.0,211.0,124.0,36.0,29.0,53.0,65.0,711.0
Scottie Barnes,1630567,TOR,2026/01/20,43.0,34.53488372093023,15.255813953488373,0.5,3.255813953488372,0.32142857142857145,12.0,0.5484496124031008,4.0,0.8197674418604651,19.58139534883721,8.255813953488373,2.13953488372093,6.116279069767442,5.395348837209302,1.3255813953488371,1.372093023255814,2.5813953488372094,2.86046511627907,25.0,2.09,0.51,1485.0,328.0,656.0,45.0,140.0,283.0,516.0,141.0,172.0,842.0,355.0,92.0,263.0,232.0,57.0,59.0,111.0,123.0,1075.0
Seth Curry,203552,GSW,2026/01/20,2.0,16.0,4.5,0.6666666666666666,2.0,0.5,2.5,0.8,0.0,,7.0,2.0,0.5,1.5,1.5,1.0,0.0,0.0,1.5,10.0,0.0,0.0,32.0,6.0,9.0,2.0,4.0,4.0,5.0,0.0,0.0,14.0,4.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,20.0
Shaedon Sharpe,1631101,POR,2026/01/20,40.0,29.975,17.9,0.45391061452513964,6.05,0.3347107438016529,11.85,0.5147679324894515,4.475,0.776536312849162,21.75,4.525,1.175,3.35,2.625,1.475,0.125,3.0,2.05,16.725,0.88,0.49,1199.0,325.0,716.0,81.0,242.0,244.0,474.0,139.0,179.0,870.0,181.0,47.0,134.0,105.0,59.0,5.0,120.0,82.0,669.0
Shai Gilgeous-Alexander,1628983,OKC,2026/01/20,42.0,33.357142857142854,19.714285714285715,0.5483091787439613,4.904761904761905,0.3932038834951456,14.80952380952381,0.5996784565916399,9.214285714285714,0.8914728682170543,31.761904761904763,4.333333333333333,0.4523809523809524,3.880952380952381,6.166666666666667,1.3333333333333333,0.8095238095238095,1.9761904761904763,2.0714285714285716,32.523809523809526,3.12,0.68,1401.0,454.0,828.0,81.0,206.0,373.0,622.0,345.0,387.0,1334.0,182.0,19.0,163.0,259.0,56.0,34.0,83.0,87.0,1366.0
Sharife Cooper,1630536,WAS,2026/01/20,4.0,2.5,0.25,0.0,0.25,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,-0.5,0.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0
Sidy Cissoko,1631321,POR,2026/01/20,39.0,21.46153846153846,5.256410256410256,0.3951219512195122,3.3076923076923075,0.3333333333333333,1.9487179487179487,0.5,1.435897435897436,0.7142857142857143,6.282051282051282,2.2564102564102564,0.8717948717948718,1.3846153846153846,1.4615384615384615,0.6923076923076923,0.3076923076923077,1.0769230769230769,2.6923076923076925,6.333333333333333,1.36,0.64,837.0,81.0,205.0,43.0,129.0,38.0,76.0,40.0,56.0,245.0,88.0,34.0,54.0,57.0,27.0,12.0,42.0,105.0,247.0
Simone Fontecchio,1631323,MIA,2026/01/20,40.0,16.425,6.625,0.39245283018867927,4.65,0.3602150537634409,1.975,0.46835443037974683,1.575,0.8095238095238095,8.15,2.9,0.65,2.25,1.425,0.475,0.15,0.875,1.5,7.9,1.63,0.54,657.0,104.0,265.0,67.0,186.0,37.0,79.0,51.0,63.0,326.0,116.0,26.0,90.0,57.0,19.0,6.0,35.0,60.0,316.0
Sion James,1642883,CHA,2026/01/20,43.0,25.348837209302324,4.976744186046512,0.3878504672897196,2.9767441860465116,0.359375,2.0,0.43023255813953487,1.558139534883721,0.8656716417910447,6.27906976744186,3.488372093023256,0.5813953488372093,2.9069767441860463,2.0232558139534884,0.6046511627906976,0.3953488372093023,0.7906976744186046,1.8372093023255813,8.744186046511627,2.56,0.77,1090.0,83.0,214.0,46.0,128.0,37.0,86.0,58.0,67.0,270.0,150.0,25.0,125.0,87.0,26.0,17.0,34.0,79.0,376.0
Spencer Jones,1642461,DEN,2026/01/20,38.0,22.63157894736842,4.2631578947368425,0.5123456790123457,2.4473684210526314,0.3870967741935484,1.8157894736842106,0.6811594202898551,1.0789473684210527,0.6341463414634146,6.0,2.973684210526316,1.1842105263157894,1.7894736842105263,0.8947368421052632,0.8947368421052632,0.3684210526315789,0.6052631578947368,2.789473684210526,8.052631578947368,1.48,1.48,860.0,83.0,162.0,36.0,93.0,47.0,69.0,26.0,41.0,228.0,113.0,45.0,68.0,34.0,34.0,14.0,23.0,106.0,306.0
Stephen Curry,201939,GSW,2026/01/20,34.0,31.823529411764707,19.205882352941178,0.47013782542113325,11.647058823529411,0.3888888888888889,7.5588235294117645,0.5953307392996109,5.147058823529412,0.9314285714285714,27.38235294117647,3.735294117647059,0.4411764705882353,3.2941176470588234,5.117647058823529,1.088235294117647,0.4411764705882353,2.8529411764705883,2.0294117647058822,24.38235294117647,1.79,0.38,1082.0,307.0,653.0,154.0,396.0,153.0,257.0,163.0,175.0,931.0,127.0,15.0,112.0,174.0,37.0,15.0,97.0,69.0,829.0
Stephon Castle,1642264,SAS,2026/01/20,34.0,30.705882352941178,12.323529411764707,0.4630071599045346,3.8529411764705883,0.2824427480916031,8.470588235294118,0.5451388888888888,6.323529411764706,0.7209302325581395,17.058823529411764,4.9411764705882355,1.0588235294117647,3.8823529411764706,7.0,1.2647058823529411,0.2647058823529412,3.6176470588235294,3.5588235294117645,18.529411764705884,1.94,0.35,1044.0,194.0,419.0,37.0,131.0,157.0,288.0,155.0,215.0,580.0,168.0,36.0,132.0,238.0,43.0,9.0,123.0,121.0,630.0
Steven Adams,203500,HOU,2026/01/20,32.0,22.8125,4.34375,0.5035971223021583,0.0,,4.34375,0.5035971223021583,2.53125,0.5802469135802469,5.84375,8.625,4.53125,4.09375,1.5,0.6875,0.625,1.09375,1.71875,12.96875,1.37,0.63,730.0,70.0,139.0,0.0,0.0,70.0,139.0,47.0,81.0,187.0,276.0,145.0,131.0,48.0,22.0,20.0,35.0,55.0,415.0
Svi Mykhailiuk,1629004,UTA,2026/01/20,36.0,24.75,7.222222222222222,0.4653846153846154,4.805555555555555,0.3872832369942196,2.4166666666666665,0.6206896551724138,0.5277777777777778,0.8947368421052632,9.055555555555555,2.5833333333333335,0.75,1.8333333333333333,2.0555555555555554,0.5,0.08333333333333333,0.8055555555555556,1.3888888888888888,9.555555555555555,2.55,0.62,891.0,121.0,260.0,67.0,173.0,54.0,87.0,17.0,19.0,326.0,93.0,27.0,66.0,74.0,18.0,3.0,29.0,50.0,344.0
T.J. McConnell,204456,IND,2026/01/20,31.0,17.258064516129032,8.483870967741936,0.5399239543726235,1.064516129032258,0.3333333333333333,7.419354838709677,0.5695652173913044,0.41935483870967744,0.9230769230769231,9.903225806451612,2.225806451612903,0.41935483870967744,1.8064516129032258,5.0,1.1612903225806452,0.22580645161290322,1.2580645161290323,1.1612903225806452,13.32258064516129,3.97,0.92,535.0,142.0,263.0,11.0,33.0,131.0,230.0,12.0,13.0,307.0,69.0,13.0,56.0,155.0,36.0,7.0,39.0,36.0,413.0
Taelon Peter,1643007,IND,2026/01/20,22.0,6.318181818181818,1.8181818181818181,0.3,1.6818181818181819,0.2702702702702703,0.13636363636363635,0.6666666666666666,0.2727272727272727,0.6666666666666666,1.7272727272727273,1.0454545454545454,0.2727272727272727,0.7727272727272727,0.7272727272727273,0.2727272727272727,0.09090909090909091,0.45454545454545453,0.4090909090909091,2.0454545454545454,1.6,0.6,139.0,12.0,40.0,10.0,37.0,2.0,3.0,4.0,6.0,38.0,23.0,6.0,17.0,16.0,6.0,2.0,10.0,9.0,45.0
